seqnames,start,end,width,strand,gene_name,gene_id,lsv_id,mean_dpsi_per_lsv_junction,probability_changing,probability_non_changing,control_mean_psi,tdp43kd002_mean_psi,lsv_type,num_junctions,num_exons,de_novo_junctions,lsv_junc,ir_start,ir_end,paste_into_igv_junction,junc_dist,strand_start,transcript_id_start,exon_name_start,exon_rank_start,gene_id_start,strand_end,transcript_id_end,exon_name_end,exon_rank_end,gene_id_end,gene_id_junc,junc_in_ref,junc_cat
chr5,142012041,142012669,629,-,GNPDA1,ENSG00000113552.16,ENSG00000113552.16:t:142011849-142012041,-0.0039,0.04181,0.5066,0.1875,0.1877,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1",4,5,1,ENSG00000113552.16:t:142011849-142012041_142012041-142012669,,,chr5:142012041-142012669,628,-,ENST00000513454.5|ENST00000311337.11|ENST00000500692.6|ENST00000503794.5|ENST00000504139.5|ENST00000505689.5|ENST00000510194.5|ENST00000503229.5|ENST00000507107.1|ENST00000504424.1,ENSE00003572009.1|ENSE00002084721.1|ENSE00003466468.1|ENSE00002049325.1,2|3,ENSG00000113552.16,-,ENST00000503794.5|ENST00000504424.1,ENSE00002044297.1|ENSE00002038927.1,1,ENSG00000113552.16,ENSG00000113552.16,FALSE,novel_exon_skip
chr5,142012041,142012288,248,-,GNPDA1,ENSG00000113552.16,ENSG00000113552.16:t:142011849-142012041,-0.1306,0.6835,0.03016,0.2454,0.1059,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1",4,5,0,ENSG00000113552.16:t:142011849-142012041_142012041-142012288,,,chr5:142012041-142012288,247,-,ENST00000513454.5|ENST00000311337.11|ENST00000500692.6|ENST00000503794.5|ENST00000504139.5|ENST00000505689.5|ENST00000510194.5|ENST00000503229.5|ENST00000507107.1|ENST00000504424.1,ENSE00003572009.1|ENSE00002084721.1|ENSE00003466468.1|ENSE00002049325.1,2|3,ENSG00000113552.16,-,ENST00000500692.6|ENST00000503794.5|ENST00000503229.5|ENST00000504424.1,ENSE00002045729.1|ENSE00002020857.1,2,ENSG00000113552.16,ENSG00000113552.16,TRUE,annotated
chr5,173932500,173942884,10385,+,CPEB4,ENSG00000113742.14,ENSG00000113742.14:t:173942884-173943049,0,1.749e-05,0.9955,0.0033,0.0043,"t|1e3.1o1|2e1.1o1|2e2.1o1|2e3.1o1",4,4,0,ENSG00000113742.14:t:173942884-173943049_173932500-173942884,,,chr5:173932500-173942884,10384,+,ENST00000265085.10|ENST00000519152.5|ENST00000522336.5|ENST00000659882.1,ENSE00001332359.1,3|1,ENSG00000113742.14,+,ENST00000659882.1,ENSE00003872031.1,2,ENSG00000113742.14,ENSG00000113742.14,TRUE,annotated
chr5,173910604,173943026,32423,+,CPEB4,ENSG00000113742.14,ENSG00000113742.14:t:173942884-173943049,0.1729,0.6659,0.01902,0.3145,0.5419,"t|1e3.1o1|2e1.1o1|2e2.1o1|2e3.1o1",4,4,0,ENSG00000113742.14:t:173942884-173943049_173910604-173943026,,,chr5:173910604-173943026,32422,+,ENST00000265085.10|ENST00000520867.5|ENST00000334035.9|ENST00000519835.5|ENST00000519152.5|ENST00000522336.5|ENST00000517880.1,ENSE00003537747.1|ENSE00003689770.1,2,ENSG00000113742.14,+,ENST00000265085.10|ENST00000334035.9|ENST00000519467.1,ENSE00003649497.1|ENSE00003694691.1,4|3|2,ENSG00000113742.14,ENSG00000113742.14,TRUE,annotated
chr5,173918254,173943026,24773,+,CPEB4,ENSG00000113742.14,ENSG00000113742.14:t:173942884-173943049,0,1.749e-05,0.9955,0.0033,0.0043,"t|1e3.1o1|2e1.1o1|2e2.1o1|2e3.1o1",4,4,0,ENSG00000113742.14:t:173942884-173943049_173918254-173943026,,,chr5:173918254-173943026,24772,+,ENST00000657000.1|ENST00000519467.1,ENSE00003855925.1|ENSE00002097864.1,1,ENSG00000113742.14,+,ENST00000265085.10|ENST00000334035.9|ENST00000519467.1,ENSE00003649497.1|ENSE00003694691.1,4|3|2,ENSG00000113742.14,ENSG00000113742.14,TRUE,annotated
chr5,173932500,173943026,10527,+,CPEB4,ENSG00000113742.14,ENSG00000113742.14:t:173942884-173943049,-0.1749,0.6705,0.01848,0.6787,0.4497,"t|1e3.1o1|2e1.1o1|2e2.1o1|2e3.1o1",4,4,0,ENSG00000113742.14:t:173942884-173943049_173932500-173943026,,,chr5:173932500-173943026,10526,+,ENST00000265085.10|ENST00000519152.5|ENST00000522336.5|ENST00000659882.1,ENSE00001332359.1,3|1,ENSG00000113742.14,+,ENST00000265085.10|ENST00000334035.9|ENST00000519467.1,ENSE00003649497.1|ENSE00003694691.1,4|3|2,ENSG00000113742.14,ENSG00000113742.14,TRUE,annotated
chr3,187734907,187745410,10504,-,BCL6,ENSG00000113916.18,ENSG00000113916.18:t:187734445-187734947,-0.1524,0.6042,0.026,0.6667,0.4563,"t|1e1.1o1|1e2.1o1|1e3.1o1",3,4,0,ENSG00000113916.18:t:187734445-187734947_187734907-187745410,,,chr3:187734907-187745410,10503,-,ENST00000621333.4|ENST00000406870.7|ENST00000419510.6|ENST00000232014.8|ENST00000480458.5|ENST00000438077.1|ENST00000470319.1,ENSE00001377234.1|ENSE00001830705.1,2,ENSG00000113916.18,-,ENST00000621333.4|ENST00000406870.7|ENST00000480458.5|ENST00000470319.1|ENST00000496823.1,ENSE00003742991.1|ENSE00001564372.3|ENSE00001835501.1|ENSE00001640970.1|ENSE00001857815.1,1,ENSG00000113916.18,ENSG00000113916.18,TRUE,annotated
chr3,187734907,187737597,2691,-,BCL6,ENSG00000113916.18,ENSG00000113916.18:t:187734445-187734947,-0.0011,0.07075,0.4265,0.0654,0.0586,"t|1e1.1o1|1e2.1o1|1e3.1o1",3,4,0,ENSG00000113916.18:t:187734445-187734947_187734907-187737597,,,chr3:187734907-187737597,2690,-,ENST00000621333.4|ENST00000406870.7|ENST00000419510.6|ENST00000232014.8|ENST00000480458.5|ENST00000438077.1|ENST00000470319.1,ENSE00001377234.1|ENSE00001830705.1,2,ENSG00000113916.18,-,ENST00000438077.1,ENSE00001752117.1,1,ENSG00000113916.18,ENSG00000113916.18,TRUE,annotated
chr3,187734907,187736090,1184,-,BCL6,ENSG00000113916.18,ENSG00000113916.18:t:187734445-187734947,0.159,0.6305,0.02329,0.2495,0.4741,"t|1e1.1o1|1e2.1o1|1e3.1o1",3,4,0,ENSG00000113916.18:t:187734445-187734947_187734907-187736090,,,chr3:187734907-187736090,1183,-,ENST00000621333.4|ENST00000406870.7|ENST00000419510.6|ENST00000232014.8|ENST00000480458.5|ENST00000438077.1|ENST00000470319.1,ENSE00001377234.1|ENSE00001830705.1,2,ENSG00000113916.18,-,ENST00000419510.6|ENST00000232014.8,ENSE00001666929.1|ENSE00001512051.3,1,ENSG00000113916.18,ENSG00000113916.18,TRUE,annotated
chr3,9756816,9759187,2372,+,OGG1,ENSG00000114026.22,ENSG00000114026.22:t:9759187-9762324,-0.0035,0.005176,0.8293,0.0261,0.0082,"t|1e1.1o1|2e1.1o1|i",3,2,0,ENSG00000114026.22:t:9759187-9762324_9756816-9759187,9757408,9759186,chr3:9756816-9759187,2371,+,ENST00000302003.11|ENST00000302036.11|ENST00000344629.12|ENST00000449570.6|ENST00000302008.12|ENST00000416333.1,ENSE00001764469.1,6|3,ENSG00000114026.22,+,ENST00000302008.12,ENSE00001165105.1,7,ENSG00000114026.22,ENSG00000114026.22,TRUE,annotated
chr3,9756816,9759234,2419,+,OGG1,ENSG00000114026.22,ENSG00000114026.22:t:9759187-9762324,-0.1167,0.5118,0.04422,0.2771,0.107,"t|1e1.1o1|2e1.1o1|i",3,2,0,ENSG00000114026.22:t:9759187-9762324_9756816-9759234,,,chr3:9756816-9759234,2418,+,ENST00000302003.11|ENST00000302036.11|ENST00000344629.12|ENST00000449570.6|ENST00000302008.12|ENST00000416333.1,ENSE00001764469.1,6|3,ENSG00000114026.22,+,ENST00000449570.6,ENSE00001598944.1,7,ENSG00000114026.22,ENSG00000114026.22,TRUE,annotated
chr3,9757408,9759186,1779,+,OGG1,ENSG00000114026.22,ENSG00000114026.22:t:9759187-9762324,0.1352,0.565,0.03257,0.7055,0.8844,"t|1e1.1o1|2e1.1o1|i",3,2,0,ENSG00000114026.22:t:9759187-9762324_9757408-9759186,,,chr3:9757408-9759186,1778,,,,,,,,,,,,FALSE,none
chrY,12664686,12702010,37325,+,USP9Y,ENSG00000114374.13,ENSG00000114374.13:t:12701231-12702055,0.0134,0.02324,0.5737,0.0655,0.0888,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1",4,5,1,ENSG00000114374.13:t:12701231-12702055_12664686-12702010,,,chrY:12664686-12702010,37324,+,ENST00000457658.6|ENST00000440408.5|ENST00000651177.1|ENST00000417071.1,ENSE00001661171.1,5|2,ENSG00000114374.13,+,ENST00000457658.6|ENST00000651177.1,ENSE00003850409.1,8|4,ENSG00000114374.13,ENSG00000114374.13,FALSE,novel_exon_skip
chrY,12686606,12702010,15405,+,USP9Y,ENSG00000114374.13,ENSG00000114374.13:t:12701231-12702055,-0.1353,0.6877,0.02949,0.6627,0.5008,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1",4,5,0,ENSG00000114374.13:t:12701231-12702055_12686606-12702010,,,chrY:12686606-12702010,15404,+,ENST00000457658.6|ENST00000440408.5|ENST00000651177.1|ENST00000417071.1,ENSE00001804864.1,6|3,ENSG00000114374.13,+,ENST00000457658.6|ENST00000651177.1,ENSE00003850409.1,8|4,ENSG00000114374.13,ENSG00000114374.13,TRUE,annotated
chrY,12690441,12702010,11570,+,USP9Y,ENSG00000114374.13,ENSG00000114374.13:t:12701231-12702055,0.0693,0.3269,0.1428,0.1981,0.3001,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1",4,5,0,ENSG00000114374.13:t:12701231-12702055_12690441-12702010,,,chrY:12690441-12702010,11569,+,ENST00000457658.6,ENSE00001769405.1,7,ENSG00000114374.13,+,ENST00000457658.6|ENST00000651177.1,ENSE00003850409.1,8|4,ENSG00000114374.13,ENSG00000114374.13,TRUE,annotated
chrY,12699640,12702010,2371,+,USP9Y,ENSG00000114374.13,ENSG00000114374.13:t:12701231-12702055,0.0221,0.03983,0.4902,0.073,0.1106,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1",4,5,1,ENSG00000114374.13:t:12701231-12702055_12699640-12702010,,,chrY:12699640-12702010,2370,,,,,,+,ENST00000457658.6|ENST00000651177.1,ENSE00003850409.1,8|4,ENSG00000114374.13,ENSG00000114374.13,FALSE,novel_donor
chr3,197945686,197959529,13844,-,IQCG,ENSG00000114473.14,ENSG00000114473.14:s:197956641-197959719,-0.1043,0.5118,0.05755,0.3589,0.2165,"s|1e1.1o1|1e2.1o1|i",3,3,0,ENSG00000114473.14:s:197956641-197959719_197945686-197959529,197949926,197956640,chr3:197945686-197959529,13843,-,ENST00000455191.5|ENST00000265239.11|ENST00000453254.5|ENST00000480302.5|ENST00000463651.1|ENST00000452735.1,ENSE00003596141.1|ENSE00003461427.1,2|3,ENSG00000114473.14,-,ENST00000265239.11|ENST00000416896.1|ENST00000480302.5,ENSE00001357300.3|ENSE00001805776.1,2|1,ENSG00000114473.14,ENSG00000114473.14,TRUE,annotated
chr3,197944051,197959529,15479,-,IQCG,ENSG00000114473.14,ENSG00000114473.14:s:197956641-197959719,0,2.071e-07,0.9995,0.003,0.0029,"s|1e1.1o1|1e2.1o1|i",3,3,0,ENSG00000114473.14:s:197956641-197959719_197944051-197959529,,,chr3:197944051-197959529,15478,-,ENST00000455191.5|ENST00000265239.11|ENST00000453254.5|ENST00000416896.1|ENST00000480302.5|ENST00000463651.1|ENST00000452735.1,ENSE00003646118.1|ENSE00003651466.1|ENSE00003477237.1|ENSE00001894195.1|ENSE00001596719.1,3|4|2,ENSG00000114473.14,-,ENST00000265239.11|ENST00000416896.1|ENST00000480302.5,ENSE00001357300.3|ENSE00001805776.1,2|1,ENSG00000114473.14,ENSG00000114473.14,TRUE,annotated
chr3,197949926,197956640,6715,-,IQCG,ENSG00000114473.14,ENSG00000114473.14:s:197956641-197959719,0.1041,0.5107,0.05775,0.638,0.7806,"s|1e1.1o1|1e2.1o1|i",3,3,1,ENSG00000114473.14:s:197956641-197959719_197949926-197956640,,,chr3:197949926-197956640,6714,,,,,,,,,,,,FALSE,none
chr3,197945686,197959529,13844,-,IQCG,ENSG00000114473.14,ENSG00000114473.14:t:197945620-197945686,-0.1681,0.6661,0.01999,0.6035,0.3849,"t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1",4,4,0,ENSG00000114473.14:t:197945620-197945686_197945686-197959529,,,chr3:197945686-197959529,13843,-,ENST00000455191.5|ENST00000265239.11|ENST00000453254.5|ENST00000480302.5|ENST00000463651.1|ENST00000452735.1,ENSE00003596141.1|ENSE00003461427.1,2|3,ENSG00000114473.14,-,ENST00000265239.11|ENST00000416896.1|ENST00000480302.5,ENSE00001357300.3|ENSE00001805776.1,2|1,ENSG00000114473.14,ENSG00000114473.14,TRUE,annotated
chr3,197945686,197949839,4154,-,IQCG,ENSG00000114473.14,ENSG00000114473.14:t:197945620-197945686,0.1678,0.6656,0.02006,0.388,0.6079,"t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1",4,4,0,ENSG00000114473.14:t:197945620-197945686_197945686-197949839,,,chr3:197945686-197949839,4153,-,ENST00000455191.5|ENST00000265239.11|ENST00000453254.5|ENST00000480302.5|ENST00000463651.1|ENST00000452735.1,ENSE00003596141.1|ENSE00003461427.1,2|3,ENSG00000114473.14,-,ENST00000455191.5|ENST00000453254.5|ENST00000463651.1,ENSE00001637349.1|ENSE00001597150.1,1,ENSG00000114473.14,ENSG00000114473.14,TRUE,annotated
chr3,197945686,197949541,3856,-,IQCG,ENSG00000114473.14,ENSG00000114473.14:t:197945620-197945686,0,1.273e-05,0.9959,0.0038,0.0038,"t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1",4,4,0,ENSG00000114473.14:t:197945620-197945686_197945686-197949541,,,chr3:197945686-197949541,3855,-,ENST00000455191.5|ENST00000265239.11|ENST00000453254.5|ENST00000480302.5|ENST00000463651.1|ENST00000452735.1,ENSE00003596141.1|ENSE00003461427.1,2|3,ENSG00000114473.14,-,ENST00000452735.1,ENSE00001710534.1,1,ENSG00000114473.14,ENSG00000114473.14,TRUE,annotated
chr3,197945686,197949373,3688,-,IQCG,ENSG00000114473.14,ENSG00000114473.14:t:197945620-197945686,0,1.273e-05,0.9959,0.0038,0.0038,"t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1",4,4,0,ENSG00000114473.14:t:197945620-197945686_197945686-197949373,,,chr3:197945686-197949373,3687,-,ENST00000455191.5|ENST00000265239.11|ENST00000453254.5|ENST00000480302.5|ENST00000463651.1|ENST00000452735.1,ENSE00003596141.1|ENSE00003461427.1,2|3,ENSG00000114473.14,-,ENST00000453254.5,ENSE00001669343.1,2,ENSG00000114473.14,ENSG00000114473.14,TRUE,annotated
chr3,47283094,47287220,4127,+,KLHL18,ENSG00000114648.12,ENSG00000114648.12:s:47282917-47283094,0.1989,0.9434,0.001699,0.1024,0.3078,"s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1",4,5,0,ENSG00000114648.12:s:47282917-47283094_47283094-47287220,,,chr3:47283094-47287220,4126,+,ENST00000433449.5|ENST00000232766.6|ENST00000437353.5|ENST00000461084.5|ENST00000442272.1|ENST00000483201.1,ENSE00001790105.1|ENSE00003850843.1|ENSE00003542121.1|ENSE00003550730.1|ENSE00003668201.1|ENSE00002070797.1,1,ENSG00000114648.12,+,ENST00000483201.1,ENSE00001849088.1,2,ENSG00000114648.12,ENSG00000114648.12,TRUE,annotated
chr3,47283094,47297562,14469,+,KLHL18,ENSG00000114648.12,ENSG00000114648.12:s:47282917-47283094,0,6.446e-21,1,0.0014,0.0012,"s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1",4,5,0,ENSG00000114648.12:s:47282917-47283094_47283094-47297562,,,chr3:47283094-47297562,14468,+,ENST00000433449.5|ENST00000232766.6|ENST00000437353.5|ENST00000461084.5|ENST00000442272.1|ENST00000483201.1,ENSE00001790105.1|ENSE00003850843.1|ENSE00003542121.1|ENSE00003550730.1|ENSE00003668201.1|ENSE00002070797.1,1,ENSG00000114648.12,+,ENST00000433449.5,ENSE00001769478.1,2,ENSG00000114648.12,ENSG00000114648.12,TRUE,annotated
chr3,47283094,47319653,36560,+,KLHL18,ENSG00000114648.12,ENSG00000114648.12:s:47282917-47283094,-0.204,0.9416,0.001957,0.8872,0.6732,"s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1",4,5,0,ENSG00000114648.12:s:47282917-47283094_47283094-47319653,,,chr3:47283094-47319653,36559,+,ENST00000433449.5|ENST00000232766.6|ENST00000437353.5|ENST00000461084.5|ENST00000442272.1|ENST00000483201.1,ENSE00001790105.1|ENSE00003850843.1|ENSE00003542121.1|ENSE00003550730.1|ENSE00003668201.1|ENSE00002070797.1,1,ENSG00000114648.12,+,ENST00000433449.5|ENST00000232766.6|ENST00000437353.5|ENST00000461084.5,ENSE00003663577.1|ENSE00003599751.1,3|2,ENSG00000114648.12,ENSG00000114648.12,TRUE,annotated
chr3,47283094,47322568,39475,+,KLHL18,ENSG00000114648.12,ENSG00000114648.12:s:47282917-47283094,2e-04,1.771e-06,0.9812,0.0132,0.0194,"s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1",4,5,0,ENSG00000114648.12:s:47282917-47283094_47283094-47322568,,,chr3:47283094-47322568,39474,+,ENST00000433449.5|ENST00000232766.6|ENST00000437353.5|ENST00000461084.5|ENST00000442272.1|ENST00000483201.1,ENSE00001790105.1|ENSE00003850843.1|ENSE00003542121.1|ENSE00003550730.1|ENSE00003668201.1|ENSE00002070797.1,1,ENSG00000114648.12,+,ENST00000433449.5|ENST00000232766.6|ENST00000437353.5|ENST00000461084.5|ENST00000442272.1,ENSE00001757513.1|ENSE00003668761.1|ENSE00003603595.1|ENSE00003546675.1,4|3|2,ENSG00000114648.12,ENSG00000114648.12,TRUE,annotated
chr2,96634178,96636921,2744,-,KANSL3,ENSG00000114982.19,ENSG00000114982.19:s:96636739-96637228,0,6.446e-21,1,7e-04,8e-04,"s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1",4,4,0,ENSG00000114982.19:s:96636739-96637228_96634178-96636921,,,chr2:96634178-96636921,2743,-,ENST00000452268.5,ENSE00001693432.1,3,ENSG00000114982.19,-,ENST00000354204.10|ENST00000487070.5|ENST00000431828.6|ENST00000420155.5|ENST00000670907.1|ENST00000666923.1|ENST00000597150.5|ENST00000444759.5|ENST00000425656.5|ENST00000452268.5|ENST00000451819.5|ENST00000416138.1|ENST00000475820.1,ENSE00003502042.1|ENSE00003562445.1|ENSE00001615454.1|ENSE00001773698.1,2|1,ENSG00000114982.19,ENSG00000114982.19,TRUE,annotated
chr2,96631543,96636921,5379,-,KANSL3,ENSG00000114982.19,ENSG00000114982.19:s:96636739-96637228,0.1361,0.709,0.02591,0.2978,0.4487,"s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1",4,4,0,ENSG00000114982.19:s:96636739-96637228_96631543-96636921,,,chr2:96631543-96636921,5378,-,ENST00000354204.10|ENST00000425656.5|ENST00000475820.1,ENSE00003489005.1|ENSE00001850712.1,3|2,ENSG00000114982.19,-,ENST00000354204.10|ENST00000487070.5|ENST00000431828.6|ENST00000420155.5|ENST00000670907.1|ENST00000666923.1|ENST00000597150.5|ENST00000444759.5|ENST00000425656.5|ENST00000452268.5|ENST00000451819.5|ENST00000416138.1|ENST00000475820.1,ENSE00003502042.1|ENSE00003562445.1|ENSE00001615454.1|ENSE00001773698.1,2|1,ENSG00000114982.19,ENSG00000114982.19,TRUE,annotated
chr2,96631482,96636921,5440,-,KANSL3,ENSG00000114982.19,ENSG00000114982.19:s:96636739-96637228,-0.1362,0.7096,0.02582,0.7009,0.5498,"s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1",4,4,0,ENSG00000114982.19:s:96636739-96637228_96631482-96636921,,,chr2:96631482-96636921,5439,-,ENST00000487070.5|ENST00000431828.6|ENST00000420155.5|ENST00000670907.1|ENST00000666923.1|ENST00000597150.5|ENST00000444759.5|ENST00000452268.5|ENST00000451819.5|ENST00000418735.1,ENSE00003559915.1|ENSE00003683182.1|ENSE00003540074.1,3|4|2,ENSG00000114982.19,-,ENST00000354204.10|ENST00000487070.5|ENST00000431828.6|ENST00000420155.5|ENST00000670907.1|ENST00000666923.1|ENST00000597150.5|ENST00000444759.5|ENST00000425656.5|ENST00000452268.5|ENST00000451819.5|ENST00000416138.1|ENST00000475820.1,ENSE00003502042.1|ENSE00003562445.1|ENSE00001615454.1|ENSE00001773698.1,2|1,ENSG00000114982.19,ENSG00000114982.19,TRUE,annotated
chr2,96613619,96636921,23303,-,KANSL3,ENSG00000114982.19,ENSG00000114982.19:s:96636739-96637228,0,6.446e-21,1,7e-04,8e-04,"s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1",4,4,0,ENSG00000114982.19:s:96636739-96637228_96613619-96636921,,,chr2:96613619-96636921,23302,-,ENST00000354204.10|ENST00000447759.5|ENST00000487070.5|ENST00000431828.6|ENST00000420155.5|ENST00000670907.1|ENST00000666923.1|ENST00000597150.5|ENST00000444759.5|ENST00000425656.5|ENST00000452268.5|ENST00000448075.1|ENST00000451819.5|ENST00000416138.1|ENST00000418735.1|ENST00000464738.1,ENSE00003677557.1|ENSE00003623106.1|ENSE00003554060.1|ENSE00001824679.1,6|7|5|3|4,ENSG00000114982.19,-,ENST00000354204.10|ENST00000487070.5|ENST00000431828.6|ENST00000420155.5|ENST00000670907.1|ENST00000666923.1|ENST00000597150.5|ENST00000444759.5|ENST00000425656.5|ENST00000452268.5|ENST00000451819.5|ENST00000416138.1|ENST00000475820.1,ENSE00003502042.1|ENSE00003562445.1|ENSE00001615454.1|ENSE00001773698.1,2|1,ENSG00000114982.19,ENSG00000114982.19,TRUE,annotated
chr2,96631543,96636921,5379,-,KANSL3,ENSG00000114982.19,ENSG00000114982.19:t:96631312-96631543,0.1361,0.709,0.02591,0.2978,0.4487,"t|1e2.1o1|2e1.1o1|2e2.1o1|2e3.1o1",4,4,0,ENSG00000114982.19:t:96631312-96631543_96631543-96636921,,,chr2:96631543-96636921,5378,-,ENST00000354204.10|ENST00000425656.5|ENST00000475820.1,ENSE00003489005.1|ENSE00001850712.1,3|2,ENSG00000114982.19,-,ENST00000354204.10|ENST00000487070.5|ENST00000431828.6|ENST00000420155.5|ENST00000670907.1|ENST00000666923.1|ENST00000597150.5|ENST00000444759.5|ENST00000425656.5|ENST00000452268.5|ENST00000451819.5|ENST00000416138.1|ENST00000475820.1,ENSE00003502042.1|ENSE00003562445.1|ENSE00001615454.1|ENSE00001773698.1,2|1,ENSG00000114982.19,ENSG00000114982.19,TRUE,annotated
chr2,96631482,96642743,11262,-,KANSL3,ENSG00000114982.19,ENSG00000114982.19:t:96631312-96631543,0,6.446e-21,1,7e-04,8e-04,"t|1e2.1o1|2e1.1o1|2e2.1o1|2e3.1o1",4,4,0,ENSG00000114982.19:t:96631312-96631543_96631482-96642743,,,chr2:96631482-96642743,11261,-,ENST00000487070.5|ENST00000431828.6|ENST00000420155.5|ENST00000670907.1|ENST00000666923.1|ENST00000597150.5|ENST00000444759.5|ENST00000452268.5|ENST00000451819.5|ENST00000418735.1,ENSE00003559915.1|ENSE00003683182.1|ENSE00003540074.1,3|4|2,ENSG00000114982.19,-,ENST00000418735.1,ENSE00001759406.1,1,ENSG00000114982.19,ENSG00000114982.19,TRUE,annotated
chr2,96631482,96636921,5440,-,KANSL3,ENSG00000114982.19,ENSG00000114982.19:t:96631312-96631543,-0.1362,0.7096,0.02582,0.7009,0.5498,"t|1e2.1o1|2e1.1o1|2e2.1o1|2e3.1o1",4,4,0,ENSG00000114982.19:t:96631312-96631543_96631482-96636921,,,chr2:96631482-96636921,5439,-,ENST00000487070.5|ENST00000431828.6|ENST00000420155.5|ENST00000670907.1|ENST00000666923.1|ENST00000597150.5|ENST00000444759.5|ENST00000452268.5|ENST00000451819.5|ENST00000418735.1,ENSE00003559915.1|ENSE00003683182.1|ENSE00003540074.1,3|4|2,ENSG00000114982.19,-,ENST00000354204.10|ENST00000487070.5|ENST00000431828.6|ENST00000420155.5|ENST00000670907.1|ENST00000666923.1|ENST00000597150.5|ENST00000444759.5|ENST00000425656.5|ENST00000452268.5|ENST00000451819.5|ENST00000416138.1|ENST00000475820.1,ENSE00003502042.1|ENSE00003562445.1|ENSE00001615454.1|ENSE00001773698.1,2|1,ENSG00000114982.19,ENSG00000114982.19,TRUE,annotated
chr2,96631482,96634149,2668,-,KANSL3,ENSG00000114982.19,ENSG00000114982.19:t:96631312-96631543,0,6.446e-21,1,7e-04,8e-04,"t|1e2.1o1|2e1.1o1|2e2.1o1|2e3.1o1",4,4,0,ENSG00000114982.19:t:96631312-96631543_96631482-96634149,,,chr2:96631482-96634149,2667,-,ENST00000487070.5|ENST00000431828.6|ENST00000420155.5|ENST00000670907.1|ENST00000666923.1|ENST00000597150.5|ENST00000444759.5|ENST00000452268.5|ENST00000451819.5|ENST00000418735.1,ENSE00003559915.1|ENSE00003683182.1|ENSE00003540074.1,3|4|2,ENSG00000114982.19,-,ENST00000452268.5,ENSE00001693432.1,3,ENSG00000114982.19,ENSG00000114982.19,TRUE,annotated
chr2,29097947,29121374,23428,+,CLIP4,ENSG00000115295.20,ENSG00000115295.20:t:29121374-29121521,0,2.375e-07,0.9996,0.002,0.0019,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1",5,6,0,ENSG00000115295.20:t:29121374-29121521_29097947-29121374,,,chr2:29097947-29121374,23427,+,ENST00000401605.5|ENST00000401617.6|ENST00000415891.5,ENSE00001547684.1|ENSE00001561972.1|ENSE00001649785.1,1,ENSG00000115295.20,+,ENST00000401605.5|ENST00000415891.5|ENST00000404424.5|ENST00000456385.5|ENST00000320081.10|ENST00000449202.5,ENSE00002289868.1,2,ENSG00000115295.20,ENSG00000115295.20,TRUE,annotated
chr2,29114312,29121374,7063,+,CLIP4,ENSG00000115295.20,ENSG00000115295.20:t:29121374-29121521,-0.0421,0.1208,0.3219,0.0811,0.0019,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1",5,6,0,ENSG00000115295.20:t:29121374-29121521_29114312-29121374,,,chr2:29114312-29121374,7062,+,ENST00000404424.5,ENSE00001553028.1,1,ENSG00000115295.20,+,ENST00000401605.5|ENST00000415891.5|ENST00000404424.5|ENST00000456385.5|ENST00000320081.10|ENST00000449202.5,ENSE00002289868.1,2,ENSG00000115295.20,ENSG00000115295.20,TRUE,annotated
chr2,29115149,29121374,6226,+,CLIP4,ENSG00000115295.20,ENSG00000115295.20:t:29121374-29121521,-0.0711,0.335,0.1331,0.1861,0.0816,"t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1",5,6,0,ENSG00000115295.20:t:29121374-29121521_29115149-29121374,,,chr2:29115149-29121374,6225,+,ENST00000456385.5,ENSE00001777238.1,1,ENSG00000115295.20,+,ENST00000401605.5|ENST00000415891.5|ENST00000404424.5|ENST00000456385.5|ENST00000320081.10|ENST00000449202.5,ENSE00002289868.1,2,ENSG00000115295.20,ENSG00000115295.20,TRUE,annotated
